time,dxy,us10y
2023-01-28 06:00:00+08:00,118.9223,3.52
2023-01-31 06:00:00+08:00,118.8953,3.55
2023-02-01 06:00:00+08:00,118.9802,3.52
2023-02-02 06:00:00+08:00,118.6259,3.39
2023-02-03 06:00:00+08:00,118.3421,3.4
2023-02-04 06:00:00+08:00,119.5095,3.53
2023-02-07 06:00:00+08:00,120.541,3.63
2023-02-08 06:00:00+08:00,120.3475,3.67
2023-02-09 06:00:00+08:00,120.1436,3.63
2023-02-10 06:00:00+08:00,119.9781,3.67
2023-02-11 06:00:00+08:00,120.1419,3.74
2023-02-14 06:00:00+08:00,119.9828,3.72
2023-02-15 06:00:00+08:00,119.9229,3.77
2023-02-16 06:00:00+08:00,120.4557,3.81
2023-02-17 06:00:00+08:00,120.4651,3.86
2023-02-18 06:00:00+08:00,120.5526,3.82
2023-02-21 06:00:00+08:00,120.5526,3.82
2023-02-22 06:00:00+08:00,120.6256,3.95
2023-02-23 06:00:00+08:00,120.8389,3.93
2023-02-24 06:00:00+08:00,121.0896,3.88
2023-02-25 06:00:00+08:00,121.5681,3.95
2023-02-28 06:00:00+08:00,121.3941,3.92
2023-03-01 06:00:00+08:00,121.3341,3.92
2023-03-02 06:00:00+08:00,120.6347,4.01
2023-03-03 06:00:00+08:00,121.1302,4.08
2023-03-04 06:00:00+08:00,120.7742,3.97
2023-03-07 06:00:00+08:00,120.485,3.98
2023-03-08 06:00:00+08:00,121.4623,3.97
2023-03-09 06:00:00+08:00,121.4511,3.98
2023-03-10 06:00:00+08:00,121.4458,3.93
2023-03-11 06:00:00+08:00,121.2421,3.7
2023-03-14 06:00:00+08:00,120.8897,3.55
2023-03-15 06:00:00+08:00,121.0141,3.64
2023-03-16 06:00:00+08:00,122.1079,3.51
2023-03-17 06:00:00+08:00,121.7221,3.56
2023-03-18 06:00:00+08:00,121.5643,3.39
2023-03-21 06:00:00+08:00,121.0141,3.47
2023-03-22 06:00:00+08:00,120.8958,3.59
2023-03-23 06:00:00+08:00,120.6217,3.48
2023-03-24 06:00:00+08:00,119.7587,3.38
2023-03-25 06:00:00+08:00,120.4598,3.38
2023-03-28 06:00:00+08:00,120.2541,3.53
2023-03-29 06:00:00+08:00,119.7138,3.55
2023-03-30 06:00:00+08:00,119.7258,3.57
2023-03-31 06:00:00+08:00,119.4078,3.55
2023-04-01 06:00:00+08:00,119.3602,3.48
2023-04-04 06:00:00+08:00,119.3204,3.43
2023-04-05 06:00:00+08:00,119.142,3.35
2023-04-06 06:00:00+08:00,119.2953,3.3
2023-04-07 06:00:00+08:00,119.3072,3.3
2023-04-08 06:00:00+08:00,119.3547,3.39
2023-04-11 06:00:00+08:00,119.7948,3.41
2023-04-12 06:00:00+08:00,119.5248,3.43
2023-04-13 06:00:00+08:00,119.003,3.41
2023-04-14 06:00:00+08:00,118.3915,3.45
2023-04-15 06:00:00+08:00,118.8567,3.52
2023-04-18 06:00:00+08:00,119.2787,3.6
2023-04-19 06:00:00+08:00,119.1049,3.58
2023-04-20 06:00:00+08:00,119.303,3.6
2023-04-21 06:00:00+08:00,119.1199,3.54
2023-04-22 06:00:00+08:00,119.3117,3.57
2023-04-25 06:00:00+08:00,119.2039,3.52
2023-04-26 06:00:00+08:00,119.613,3.4
2023-04-27 06:00:00+08:00,119.3228,3.43
2023-04-28 06:00:00+08:00,119.4298,3.53
2023-04-29 06:00:00+08:00,119.2248,3.44
2023-05-02 06:00:00+08:00,119.4435,3.59
2023-05-03 06:00:00+08:00,119.6105,3.44
2023-05-04 06:00:00+08:00,119.1233,3.38
2023-05-05 06:00:00+08:00,119.0465,3.37
2023-05-06 06:00:00+08:00,118.5548,3.44
2023-05-09 06:00:00+08:00,118.5759,3.52
2023-05-10 06:00:00+08:00,118.8239,3.53
2023-05-11 06:00:00+08:00,118.5864,3.43
2023-05-12 06:00:00+08:00,119.0303,3.39
2023-05-13 06:00:00+08:00,119.3671,3.46
2023-05-16 06:00:00+08:00,119.1608,3.5
2023-05-17 06:00:00+08:00,119.1743,3.54
2023-05-18 06:00:00+08:00,119.607,3.57
2023-05-19 06:00:00+08:00,120.0886,3.65
2023-05-20 06:00:00+08:00,119.7751,3.7
2023-05-23 06:00:00+08:00,120.0875,3.72
2023-05-24 06:00:00+08:00,120.3204,3.7
2023-05-25 06:00:00+08:00,120.4752,3.73
2023-05-26 06:00:00+08:00,120.8413,3.83
2023-05-27 06:00:00+08:00,120.6304,3.8
2023-05-30 06:00:00+08:00,120.6304,3.8
2023-05-31 06:00:00+08:00,120.5546,3.69
2023-06-01 06:00:00+08:00,120.9662,3.64
2023-06-02 06:00:00+08:00,120.0491,3.61
2023-06-03 06:00:00+08:00,120.0049,3.69
2023-06-06 06:00:00+08:00,120.0048,3.69
2023-06-07 06:00:00+08:00,119.9718,3.7
2023-06-08 06:00:00+08:00,119.859,3.79
2023-06-09 06:00:00+08:00,119.5712,3.73
2023-06-10 06:00:00+08:00,119.4322,3.75
2023-06-13 06:00:00+08:00,119.6376,3.73
2023-06-14 06:00:00+08:00,119.1899,3.84
2023-06-15 06:00:00+08:00,118.776,3.83
2023-06-16 06:00:00+08:00,118.5521,3.72
2023-06-17 06:00:00+08:00,118.4184,3.77
2023-06-20 06:00:00+08:00,118.4184,3.77
2023-06-21 06:00:00+08:00,118.938,3.74
2023-06-22 06:00:00+08:00,118.727,3.72
2023-06-23 06:00:00+08:00,118.7552,3.8
2023-06-24 06:00:00+08:00,119.152,3.74
2023-06-27 06:00:00+08:00,119.0761,3.72
2023-06-28 06:00:00+08:00,118.8949,3.77
2023-06-29 06:00:00+08:00,119.3382,3.71
2023-06-30 06:00:00+08:00,119.527,3.85
2023-07-01 06:00:00+08:00,119.3606,3.81
2023-07-04 06:00:00+08:00,119.2119,3.86
2023-07-05 06:00:00+08:00,119.2119,3.86
2023-07-06 06:00:00+08:00,119.3483,3.95
2023-07-07 06:00:00+08:00,119.8193,4.05
2023-07-08 06:00:00+08:00,119.0761,4.06
2023-07-11 06:00:00+08:00,118.9548,4.01
2023-07-12 06:00:00+08:00,118.7344,3.99
2023-07-13 06:00:00+08:00,117.6385,3.86
2023-07-14 06:00:00+08:00,117.1831,3.76
2023-07-15 06:00:00+08:00,117.0463,3.83
2023-07-18 06:00:00+08:00,117.1267,3.81
2023-07-19 06:00:00+08:00,117.0264,3.8
2023-07-20 06:00:00+08:00,117.3462,3.75
2023-07-21 06:00:00+08:00,117.5947,3.85
2023-07-22 06:00:00+08:00,117.9418,3.84
2023-07-25 06:00:00+08:00,117.8124,3.86
2023-07-26 06:00:00+08:00,117.8565,3.91
2023-07-27 06:00:00+08:00,117.76,3.86
2023-07-28 06:00:00+08:00,117.8938,4.01
2023-07-29 06:00:00+08:00,117.788,3.96
2023-08-01 06:00:00+08:00,117.8241,3.97
2023-08-02 06:00:00+08:00,118.5738,4.05
2023-08-03 06:00:00+08:00,119.1268,4.08
2023-08-04 06:00:00+08:00,119.3963,4.2
2023-08-05 06:00:00+08:00,118.821,4.05
2023-08-08 06:00:00+08:00,119.0809,4.09
2023-08-09 06:00:00+08:00,119.6407,4.02
2023-08-10 06:00:00+08:00,119.476,4.0
2023-08-11 06:00:00+08:00,119.1581,4.09
2023-08-12 06:00:00+08:00,119.6268,4.16
2023-08-15 06:00:00+08:00,120.0725,4.19
2023-08-16 06:00:00+08:00,120.2127,4.21
2023-08-17 06:00:00+08:00,120.3551,4.28
2023-08-18 06:00:00+08:00,120.5242,4.3
2023-08-19 06:00:00+08:00,120.4321,4.26
2023-08-22 06:00:00+08:00,120.4627,4.34
2023-08-23 06:00:00+08:00,120.3554,4.34
2023-08-24 06:00:00+08:00,120.0307,4.19
2023-08-25 06:00:00+08:00,120.2354,4.23
2023-08-26 06:00:00+08:00,120.5137,4.25
2023-08-29 06:00:00+08:00,120.3155,4.2
2023-08-30 06:00:00+08:00,120.2669,4.12
2023-08-31 06:00:00+08:00,119.7937,4.12
2023-09-01 06:00:00+08:00,120.225,4.09
2023-09-02 06:00:00+08:00,120.759,4.18
2023-09-05 06:00:00+08:00,120.759,4.18
2023-09-06 06:00:00+08:00,121.4345,4.27
2023-09-07 06:00:00+08:00,121.8671,4.3
2023-09-08 06:00:00+08:00,121.9528,4.27
2023-09-09 06:00:00+08:00,121.9475,4.26
2023-09-12 06:00:00+08:00,121.3386,4.29
2023-09-13 06:00:00+08:00,121.2913,4.27
2023-09-14 06:00:00+08:00,121.0549,4.25
2023-09-15 06:00:00+08:00,121.2395,4.29
2023-09-16 06:00:00+08:00,121.199,4.33
2023-09-19 06:00:00+08:00,121.1938,4.32
2023-09-20 06:00:00+08:00,121.1645,4.37
2023-09-21 06:00:00+08:00,120.9648,4.35
2023-09-22 06:00:00+08:00,121.5528,4.49
2023-09-23 06:00:00+08:00,121.5306,4.44
2023-09-26 06:00:00+08:00,122.1143,4.55
2023-09-27 06:00:00+08:00,122.4742,4.56
2023-09-28 06:00:00+08:00,122.9895,4.61
2023-09-29 06:00:00+08:00,122.5342,4.59
2023-09-30 06:00:00+08:00,122.3077,4.59
2023-10-03 06:00:00+08:00,123.0545,4.69
2023-10-04 06:00:00+08:00,123.7848,4.81
2023-10-05 06:00:00+08:00,123.5946,4.73
2023-10-06 06:00:00+08:00,123.8993,4.72
2023-10-07 06:00:00+08:00,123.3563,4.78
2023-10-10 06:00:00+08:00,123.3563,4.78
2023-10-11 06:00:00+08:00,122.9282,4.66
2023-10-12 06:00:00+08:00,122.7697,4.58
2023-10-13 06:00:00+08:00,123.2101,4.7
2023-10-14 06:00:00+08:00,123.5954,4.63
2023-10-17 06:00:00+08:00,123.3185,4.71
2023-10-18 06:00:00+08:00,123.1202,4.83
2023-10-19 06:00:00+08:00,123.8148,4.91
2023-10-20 06:00:00+08:00,123.798,4.98
2023-10-21 06:00:00+08:00,123.612,4.93
2023-10-24 06:00:00+08:00,123.2846,4.86
2023-10-25 06:00:00+08:00,123.6416,4.83
2023-10-26 06:00:00+08:00,123.7871,4.95
2023-10-27 06:00:00+08:00,124.0064,4.86
2023-10-28 06:00:00+08:00,123.62,4.84
2023-10-31 06:00:00+08:00,123.4076,4.88
2023-11-01 06:00:00+08:00,123.8364,4.88
2023-11-02 06:00:00+08:00,123.7922,4.77
2023-11-03 06:00:00+08:00,122.8818,4.67
2023-11-04 06:00:00+08:00,121.7564,4.57
2023-11-07 06:00:00+08:00,121.6484,4.67
2023-11-08 06:00:00+08:00,122.0777,4.58
2023-11-09 06:00:00+08:00,122.0926,4.49
2023-11-10 06:00:00+08:00,122.1281,4.62
2023-11-11 06:00:00+08:00,122.1281,4.61
2023-11-14 06:00:00+08:00,122.4264,4.63
2023-11-15 06:00:00+08:00,121.35,4.44
2023-11-16 06:00:00+08:00,121.0749,4.53
2023-11-17 06:00:00+08:00,121.1754,4.45
2023-11-18 06:00:00+08:00,120.8477,4.44
2023-11-21 06:00:00+08:00,120.2533,4.42
2023-11-22 06:00:00+08:00,120.2241,4.41
2023-11-23 06:00:00+08:00,120.6802,4.42
2023-11-24 06:00:00+08:00,120.6802,4.42
2023-11-25 06:00:00+08:00,120.2105,4.47
2023-11-28 06:00:00+08:00,120.173,4.39
2023-11-29 06:00:00+08:00,119.5904,4.34
2023-11-30 06:00:00+08:00,119.8159,4.27
2023-12-01 06:00:00+08:00,120.2434,4.37
2023-12-02 06:00:00+08:00,119.9424,4.22
2023-12-05 06:00:00+08:00,120.4727,4.28
2023-12-06 06:00:00+08:00,120.7913,4.18
2023-12-07 06:00:00+08:00,120.5334,4.12
2023-12-08 06:00:00+08:00,120.6013,4.14
2023-12-09 06:00:00+08:00,120.7607,4.23
2023-12-12 06:00:00+08:00,120.9279,4.23
2023-12-13 06:00:00+08:00,120.6817,4.2
2023-12-14 06:00:00+08:00,121.1571,4.04
2023-12-15 06:00:00+08:00,119.5683,3.92
2023-12-16 06:00:00+08:00,119.7382,3.91
2023-12-19 06:00:00+08:00,119.9102,3.95
2023-12-20 06:00:00+08:00,119.4632,3.93
2023-12-21 06:00:00+08:00,119.5435,3.86
2023-12-22 06:00:00+08:00,119.3168,3.89
2023-12-23 06:00:00+08:00,119.0625,3.9
2023-12-26 06:00:00+08:00,119.0625,3.9
2023-12-27 06:00:00+08:00,118.8875,3.89
2023-12-28 06:00:00+08:00,118.4729,3.79
2023-12-29 06:00:00+08:00,118.4104,3.84
2023-12-30 06:00:00+08:00,118.4208,3.88
2024-01-02 06:00:00+08:00,118.4208,3.88
2024-01-03 06:00:00+08:00,119.2686,3.95
2024-01-04 06:00:00+08:00,119.6958,3.91
2024-01-05 06:00:00+08:00,119.6208,3.99
2024-01-06 06:00:00+08:00,119.388,4.05
2024-01-09 06:00:00+08:00,119.2506,4.01
2024-01-10 06:00:00+08:00,119.6666,4.02
2024-01-11 06:00:00+08:00,119.7614,4.04
2024-01-12 06:00:00+08:00,119.8916,3.98
2024-01-13 06:00:00+08:00,119.534,3.96
2024-01-16 06:00:00+08:00,119.534,3.96
2024-01-17 06:00:00+08:00,120.5759,4.07
2024-01-18 06:00:00+08:00,121.0402,4.1
2024-01-19 06:00:00+08:00,120.8895,4.14
2024-01-20 06:00:00+08:00,120.6442,4.15
2024-01-23 06:00:00+08:00,120.6178,4.11
2024-01-24 06:00:00+08:00,121.1001,4.14
2024-01-25 06:00:00+08:00,120.4916,4.18
2024-01-26 06:00:00+08:00,120.8311,4.14
2024-01-27 06:00:00+08:00,120.6173,4.15
2024-01-30 06:00:00+08:00,120.8538,4.08
2024-01-31 06:00:00+08:00,120.6025,4.06
2024-02-01 06:00:00+08:00,120.4331,3.99
2024-02-02 06:00:00+08:00,120.3335,3.87
2024-02-03 06:00:00+08:00,120.902,4.03
2024-02-06 06:00:00+08:00,121.349,4.17
2024-02-07 06:00:00+08:00,120.9588,4.09
2024-02-08 06:00:00+08:00,120.9049,4.09
2024-02-09 06:00:00+08:00,121.0798,4.15
2024-02-10 06:00:00+08:00,121.039,4.17
2024-02-13 06:00:00+08:00,120.9378,4.17
2024-02-14 06:00:00+08:00,121.5202,4.31
2024-02-15 06:00:00+08:00,121.4002,4.27
2024-02-16 06:00:00+08:00,121.2121,4.24
2024-02-17 06:00:00+08:00,121.1505,4.3
2024-02-20 06:00:00+08:00,121.1505,4.3
2024-02-21 06:00:00+08:00,121.0199,4.27
2024-02-22 06:00:00+08:00,121.0379,4.32
2024-02-23 06:00:00+08:00,121.102,4.33
2024-02-24 06:00:00+08:00,121.0369,4.26
2024-02-27 06:00:00+08:00,121.0592,4.28
2024-02-28 06:00:00+08:00,120.9647,4.31
2024-02-29 06:00:00+08:00,121.128,4.27
2024-03-01 06:00:00+08:00,121.1824,4.25
2024-03-02 06:00:00+08:00,121.0111,4.19
2024-03-05 06:00:00+08:00,120.872,4.22
2024-03-06 06:00:00+08:00,120.8846,4.13
2024-03-07 06:00:00+08:00,120.4649,4.11
2024-03-08 06:00:00+08:00,120.1909,4.09
2024-03-09 06:00:00+08:00,119.975,4.09
2024-03-12 06:00:00+08:00,120.0394,4.1
2024-03-13 06:00:00+08:00,120.1668,4.16
2024-03-14 06:00:00+08:00,119.9642,4.19
2024-03-15 06:00:00+08:00,120.241,4.29
2024-03-16 06:00:00+08:00,120.4003,4.31
2024-03-19 06:00:00+08:00,120.5752,4.34
2024-03-20 06:00:00+08:00,120.9332,4.3
2024-03-21 06:00:00+08:00,120.9289,4.27
2024-03-22 06:00:00+08:00,120.8086,4.27
2024-03-23 06:00:00+08:00,121.1842,4.22
2024-03-26 06:00:00+08:00,121.0295,4.25
2024-03-27 06:00:00+08:00,121.0742,4.24
2024-03-28 06:00:00+08:00,121.0089,4.2
2024-03-29 06:00:00+08:00,121.0635,4.2
2024-03-30 06:00:00+08:00,121.0191,4.2
2024-04-02 06:00:00+08:00,121.5151,4.33
2024-04-03 06:00:00+08:00,121.3035,4.36
2024-04-04 06:00:00+08:00,121.0198,4.36
2024-04-05 06:00:00+08:00,120.7613,4.31
2024-04-06 06:00:00+08:00,120.9646,4.39
2024-04-09 06:00:00+08:00,120.7359,4.42
2024-04-10 06:00:00+08:00,120.7048,4.36
2024-04-11 06:00:00+08:00,121.5727,4.55
2024-04-12 06:00:00+08:00,121.6081,4.56
2024-04-13 06:00:00+08:00,122.2885,4.5
2024-04-16 06:00:00+08:00,122.425,4.63
2024-04-17 06:00:00+08:00,123.1234,4.67
2024-04-18 06:00:00+08:00,123.0207,4.59
2024-04-19 06:00:00+08:00,123.0017,4.64
2024-04-20 06:00:00+08:00,123.1075,4.62
2024-04-23 06:00:00+08:00,123.0609,4.62
2024-04-24 06:00:00+08:00,122.7227,4.61
2024-04-25 06:00:00+08:00,122.89,4.65
2024-04-26 06:00:00+08:00,122.8384,4.7
2024-04-27 06:00:00+08:00,122.9471,4.67
2024-04-30 06:00:00+08:00,122.5449,4.63
2024-05-01 06:00:00+08:00,122.9853,4.69
2024-05-02 06:00:00+08:00,123.0168,4.63
2024-05-03 06:00:00+08:00,122.4384,4.58
2024-05-04 06:00:00+08:00,122.1375,4.5
2024-05-07 06:00:00+08:00,121.8913,4.49
2024-05-08 06:00:00+08:00,122.093,4.47
2024-05-09 06:00:00+08:00,122.1926,4.48
2024-05-10 06:00:00+08:00,122.1634,4.45
2024-05-11 06:00:00+08:00,122.014,4.5
2024-05-14 06:00:00+08:00,122.0261,4.48
2024-05-15 06:00:00+08:00,121.9256,4.45
2024-05-16 06:00:00+08:00,121.3543,4.36
2024-05-17 06:00:00+08:00,121.2236,4.38
2024-05-18 06:00:00+08:00,121.2354,4.42
2024-05-21 06:00:00+08:00,121.2289,4.44
2024-05-22 06:00:00+08:00,121.3793,4.41
2024-05-23 06:00:00+08:00,121.5462,4.43
2024-05-24 06:00:00+08:00,121.7477,4.47
2024-05-25 06:00:00+08:00,121.6172,4.46
2024-05-28 06:00:00+08:00,121.6172,4.46
2024-05-29 06:00:00+08:00,121.43,4.54
2024-05-30 06:00:00+08:00,122.1641,4.61
2024-05-31 06:00:00+08:00,121.9601,4.55
2024-06-01 06:00:00+08:00,122.098,4.51
2024-06-04 06:00:00+08:00,122.3509,4.41
2024-06-05 06:00:00+08:00,122.7256,4.33
2024-06-06 06:00:00+08:00,122.5339,4.29
2024-06-07 06:00:00+08:00,122.3713,4.28
2024-06-08 06:00:00+08:00,123.549,4.43
2024-06-11 06:00:00+08:00,123.9125,4.47
2024-06-12 06:00:00+08:00,124.0349,4.39
2024-06-13 06:00:00+08:00,123.8295,4.31
2024-06-14 06:00:00+08:00,124.0235,4.24
2024-06-15 06:00:00+08:00,124.1694,4.2
2024-06-18 06:00:00+08:00,124.239,4.28
2024-06-19 06:00:00+08:00,123.9776,4.22
2024-06-20 06:00:00+08:00,123.9776,4.22
2024-06-21 06:00:00+08:00,124.192,4.25
2024-06-22 06:00:00+08:00,124.1086,4.25
2024-06-25 06:00:00+08:00,123.7125,4.25
2024-06-26 06:00:00+08:00,123.9417,4.23
2024-06-27 06:00:00+08:00,124.26,4.32
2024-06-28 06:00:00+08:00,124.3379,4.29
2024-06-29 06:00:00+08:00,124.2103,4.36
2024-07-02 06:00:00+08:00,124.4667,4.48
2024-07-03 06:00:00+08:00,124.2917,4.43
2024-07-04 06:00:00+08:00,123.7768,4.36
2024-07-05 06:00:00+08:00,123.7768,4.36
2024-07-06 06:00:00+08:00,123.4762,4.28
2024-07-09 06:00:00+08:00,123.3576,4.28
2024-07-10 06:00:00+08:00,123.4071,4.3
2024-07-11 06:00:00+08:00,123.1895,4.28
2024-07-12 06:00:00+08:00,122.769,4.2
2024-07-13 06:00:00+08:00,122.4404,4.18
2024-07-16 06:00:00+08:00,122.6347,4.23
2024-07-17 06:00:00+08:00,122.7264,4.17
2024-07-18 06:00:00+08:00,122.518,4.16
2024-07-19 06:00:00+08:00,122.7909,4.2
2024-07-20 06:00:00+08:00,123.147,4.25
2024-07-23 06:00:00+08:00,123.2172,4.26
2024-07-24 06:00:00+08:00,123.3843,4.25
2024-07-25 06:00:00+08:00,123.5575,4.28
2024-07-26 06:00:00+08:00,123.5286,4.27
2024-07-27 06:00:00+08:00,123.672,4.2
2024-07-30 06:00:00+08:00,124.1392,4.17
2024-07-31 06:00:00+08:00,124.2855,4.15
2024-08-01 06:00:00+08:00,123.6373,4.09
2024-08-02 06:00:00+08:00,123.8693,3.99
2024-08-03 06:00:00+08:00,123.4681,3.8
2024-08-06 06:00:00+08:00,123.5787,3.78
2024-08-07 06:00:00+08:00,123.6532,3.9
2024-08-08 06:00:00+08:00,123.5698,3.96
2024-08-09 06:00:00+08:00,123.4466,3.99
2024-08-10 06:00:00+08:00,122.9276,3.94
2024-08-13 06:00:00+08:00,123.2204,3.9
2024-08-14 06:00:00+08:00,123.0146,3.85
2024-08-15 06:00:00+08:00,122.4297,3.83
2024-08-16 06:00:00+08:00,122.5844,3.92
2024-08-17 06:00:00+08:00,122.3972,3.89
2024-08-20 06:00:00+08:00,121.8788,3.86
2024-08-21 06:00:00+08:00,121.7728,3.82
2024-08-22 06:00:00+08:00,121.8535,3.79
2024-08-23 06:00:00+08:00,122.3626,3.86
2024-08-24 06:00:00+08:00,121.4597,3.81
2024-08-27 06:00:00+08:00,121.6943,3.82
2024-08-28 06:00:00+08:00,121.8672,3.83
2024-08-29 06:00:00+08:00,121.8943,3.84
2024-08-30 06:00:00+08:00,122.2333,3.87
2024-08-31 06:00:00+08:00,122.3262,3.91
2024-09-03 06:00:00+08:00,122.3262,3.91
2024-09-04 06:00:00+08:00,122.7811,3.84
2024-09-05 06:00:00+08:00,122.5144,3.77
2024-09-06 06:00:00+08:00,122.4533,3.73
2024-09-07 06:00:00+08:00,122.4991,3.72
2024-09-10 06:00:00+08:00,122.7156,3.7
2024-09-11 06:00:00+08:00,123.0071,3.65
2024-09-12 06:00:00+08:00,122.7754,3.65
2024-09-13 06:00:00+08:00,122.4423,3.68
2024-09-14 06:00:00+08:00,121.6551,3.66
2024-09-17 06:00:00+08:00,121.4976,3.63
2024-09-18 06:00:00+08:00,121.6031,3.65
2024-09-19 06:00:00+08:00,121.5618,3.7
2024-09-20 06:00:00+08:00,121.3059,3.73
2024-09-21 06:00:00+08:00,121.4052,3.73
2024-09-24 06:00:00+08:00,121.4303,3.75
2024-09-25 06:00:00+08:00,121.1291,3.74
2024-09-26 06:00:00+08:00,121.4447,3.79
2024-09-27 06:00:00+08:00,121.0785,3.79
2024-09-28 06:00:00+08:00,121.1111,3.75
2024-10-01 06:00:00+08:00,121.2864,3.81
2024-10-02 06:00:00+08:00,121.6881,3.74
2024-10-03 06:00:00+08:00,121.5724,3.79
2024-10-04 06:00:00+08:00,122.1197,3.85
2024-10-05 06:00:00+08:00,122.2197,3.98
2024-10-08 06:00:00+08:00,122.4241,4.03
2024-10-09 06:00:00+08:00,122.6625,4.04
2024-10-10 06:00:00+08:00,122.8821,4.06
2024-10-11 06:00:00+08:00,123.0951,4.09
2024-10-12 06:00:00+08:00,122.9805,4.08
2024-10-15 06:00:00+08:00,122.9805,4.08
2024-10-16 06:00:00+08:00,123.5124,4.03
2024-10-17 06:00:00+08:00,123.9235,4.02
2024-10-18 06:00:00+08:00,124.1122,4.09
2024-10-19 06:00:00+08:00,123.9185,4.08
2024-10-22 06:00:00+08:00,124.4757,4.19
2024-10-23 06:00:00+08:00,124.4107,4.2
2024-10-24 06:00:00+08:00,124.6931,4.24
2024-10-25 06:00:00+08:00,124.5127,4.21
2024-10-26 06:00:00+08:00,124.6105,4.25
2024-10-29 06:00:00+08:00,124.8076,4.28
2024-10-30 06:00:00+08:00,124.8612,4.28
2024-10-31 06:00:00+08:00,124.8153,4.29
2024-11-01 06:00:00+08:00,124.7988,4.28
2024-11-02 06:00:00+08:00,124.8076,4.37
2024-11-05 06:00:00+08:00,124.5903,4.31
2024-11-06 06:00:00+08:00,124.5532,4.26
2024-11-07 06:00:00+08:00,125.7035,4.42
2024-11-08 06:00:00+08:00,124.775,4.31
2024-11-09 06:00:00+08:00,125.5811,4.3
2024-11-12 06:00:00+08:00,125.5811,4.3
2024-11-13 06:00:00+08:00,126.7762,4.43
2024-11-14 06:00:00+08:00,126.9572,4.44
2024-11-15 06:00:00+08:00,127.0015,4.43
2024-11-16 06:00:00+08:00,126.8848,4.43
2024-11-19 06:00:00+08:00,126.6045,4.42
2024-11-20 06:00:00+08:00,126.3994,4.39
2024-11-21 06:00:00+08:00,126.88,4.41
2024-11-22 06:00:00+08:00,127.1047,4.43
2024-11-23 06:00:00+08:00,127.4712,4.41
2024-11-26 06:00:00+08:00,126.9948,4.27
2024-11-27 06:00:00+08:00,127.4301,4.3
2024-11-28 06:00:00+08:00,126.8205,4.25
2024-11-29 06:00:00+08:00,126.8205,4.25
2024-11-30 06:00:00+08:00,126.5798,4.18
2024-12-03 06:00:00+08:00,127.1272,4.19
2024-12-04 06:00:00+08:00,126.9565,4.23
2024-12-05 06:00:00+08:00,126.7574,4.19
2024-12-06 06:00:00+08:00,126.4286,4.17
2024-12-07 06:00:00+08:00,126.688,4.15
2024-12-10 06:00:00+08:00,126.5981,4.2
2024-12-11 06:00:00+08:00,126.957,4.22
2024-12-12 06:00:00+08:00,126.8483,4.26
2024-12-13 06:00:00+08:00,126.9556,4.32
2024-12-14 06:00:00+08:00,127.3096,4.4
2024-12-17 06:00:00+08:00,127.2687,4.39
2024-12-18 06:00:00+08:00,127.5043,4.4
2024-12-19 06:00:00+08:00,127.6418,4.5
2024-12-20 06:00:00+08:00,128.6366,4.57
2024-12-21 06:00:00+08:00,127.893,4.52
2024-12-24 06:00:00+08:00,128.3021,4.59
2024-12-25 06:00:00+08:00,128.3377,4.59
2024-12-26 06:00:00+08:00,128.3377,4.59
2024-12-27 06:00:00+08:00,128.3329,4.58
2024-12-28 06:00:00+08:00,128.45,4.62
2024-12-31 06:00:00+08:00,128.8205,4.55
2025-01-01 06:00:00+08:00,129.2775,4.58
2025-01-02 06:00:00+08:00,129.2775,4.58
2025-01-03 06:00:00+08:00,129.4598,4.57
2025-01-04 06:00:00+08:00,129.4535,4.6
2025-01-07 06:00:00+08:00,128.538,4.62
2025-01-08 06:00:00+08:00,128.613,4.67
2025-01-09 06:00:00+08:00,129.0785,4.67
2025-01-10 06:00:00+08:00,129.2827,4.68
2025-01-11 06:00:00+08:00,129.8664,4.77
2025-01-14 06:00:00+08:00,130.0413,4.79
2025-01-15 06:00:00+08:00,129.3812,4.78
2025-01-16 06:00:00+08:00,129.2092,4.66
2025-01-17 06:00:00+08:00,129.436,4.61
2025-01-18 06:00:00+08:00,129.4859,4.61
2025-01-21 06:00:00+08:00,129.4859,4.61
2025-01-22 06:00:00+08:00,128.4151,4.57
2025-01-23 06:00:00+08:00,128.3402,4.6
2025-01-24 06:00:00+08:00,128.2162,4.65
2025-01-25 06:00:00+08:00,127.4611,4.63
2025-01-28 06:00:00+08:00,128.0912,4.53
2025-01-29 06:00:00+08:00,128.2817,4.55
2025-01-30 06:00:00+08:00,128.3418,4.55
2025-01-31 06:00:00+08:00,128.1004,4.52
2025-02-01 06:00:00+08:00,128.4828,4.58
2025-02-04 06:00:00+08:00,129.109,4.54
2025-02-05 06:00:00+08:00,128.1083,4.52
2025-02-06 06:00:00+08:00,127.9751,4.43
2025-02-07 06:00:00+08:00,128.2017,4.45
2025-02-08 06:00:00+08:00,128.4292,4.49
2025-02-11 06:00:00+08:00,128.6382,4.51
2025-02-12 06:00:00+08:00,128.4322,4.54
2025-02-13 06:00:00+08:00,128.3288,4.62
2025-02-14 06:00:00+08:00,127.8931,4.52
2025-02-15 06:00:00+08:00,127.1491,4.47
2025-02-18 06:00:00+08:00,127.1491,4.47
2025-02-19 06:00:00+08:00,127.2906,4.55
2025-02-20 06:00:00+08:00,127.7317,4.53
2025-02-21 06:00:00+08:00,127.1126,4.5
